"thread_name","post_content","post_date"
"b'Is All Not Well at CD Projekt Red?'","b'[quote_73]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:73#Q&_^Q&Q# \n      [quote_1]#Q&_^Q&Q#AVATAR:https://images.gog.com/394fd9bd89067134842b61147b2c71b8216ae7e16955df978358dea57e5999fc_avm.jpg#Q&_^Q&Q#USERNAME:te_lanus#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:1#Q&_^Q&Q# \n       [url=https://www.youtube.com/watch?v=wBuoexbVEFE]https://www.youtube.com/watch?v=wBuoexbVEFE[/url] \n  \n       an interesting video \n      #Q&_^Q&Q#LINK:1#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/7fe0cd16ab78d0c4827409ff47f10d1dad5a67b29263729df913cbff46aecf21_avm.jpg#Q&_^Q&Q#USERNAME:shmerl#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:73#Q&_^Q&Q# \n   Very eye opening. That can easily explain the mess that happened with the Witcher 3 Linux release. \n  #Q&_^Q&Q#LINK:73#Q&_^Q&Q#[/quote] \n  \n Of course you found a way to make this about Linux :D. But I have to admit this was one of my first thoughts as well on that topic.'","2017-09-20 06:19:09"
"b'GOG Galaxy for Linux ETA'","b'Galaxy for Linux will ship with the release of Half-Life 3.'","2017-09-20 21:04:49"
"b'When will you do if GOG Galaxy becomes mandatory?'","b""[quote_93]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:93#Q&_^Q&Q# \n   I'll take a week of leave from work and code my own Galaxy emulator which makes games think they're online and using the real client when actually they're not. I'd then release it as open source. Or at least I'd try to. That's plan 0. \n  \n   If everything else fails I'll just stop using GOG and play the backlog I have using my backed up offline installers. I probably still have a lifetime of games lined up anyway. \n  #Q&_^Q&Q#LINK:93#Q&_^Q&Q#[/quote] \n  \n Thanks for writing my response for me :D. Except for the second part, I'd never give up, because I know it's possible. If a single guy can take out Denuvo, I'm sure we can deal with something as weak as Galaxy.""","2017-09-22 16:07:51"
"b'Ye olde GOG product ids public API charting enterprise'","b""I get a 404 when I try to access that ID. Sudden Strike still works, so they haven't changed anything about that.""","2017-09-23 18:59:05"
"b'Ye olde GOG product ids public API charting enterprise'","b""Yeah, that sucks. I hope I don't have to start asking for game donations to keep GOGDB alive. Does my example at least work with Sudden Strike?""","2017-09-23 22:01:13"
"b'GOG Database - A website that collects data on GOG games'","b""GOGDB is going down for maintenance, I'll describe the changes when it's back. \n  \n It's back now. Not much changed for you, but this was a big step forward for me. The migration to pygogapi is finally complete, which means it'll be much easier to add featues in the future. As a side effect this also got rid of a few bugs: \n  \n - HTTP requests are now retried, so games are updated more reliably \n - Correct release dates \n - German names in the download descriptions are now in English \n  \n Sorry for the lack of any major updates, I'm working hard on changing that.""","2017-09-24 05:57:16"
"b'Running non-Linux Unity3D games on Linux (and natively)'","b'Unity really seem to be taking their time with the response. I have not forgotten about this and promise to post any updates once I receive them.'","2017-09-24 06:51:39"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_94]#Q&_^Q&Q#AVATAR:https://images.gog.com/7a21f67df45fdc7b8055a85c2f13304bac543f0bd8e31cef941ab9371aacda67_avm.jpg#Q&_^Q&Q#USERNAME:Painted_Doll#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:94#Q&_^Q&Q# \n   Is it possible to show the prices in different currencies ? \n  #Q&_^Q&Q#LINK:94#Q&_^Q&Q#[/quote] \n  \n Do you mean the US price in different currencies or regional prices? It's both possible, but I'm currently focusing on other things.""","2017-09-25 20:43:33"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_96]#Q&_^Q&Q#AVATAR:https://images.gog.com/7a21f67df45fdc7b8055a85c2f13304bac543f0bd8e31cef941ab9371aacda67_avm.jpg#Q&_^Q&Q#USERNAME:Painted_Doll#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:96#Q&_^Q&Q# \n      [quote_95]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:95#Q&_^Q&Q# \n       Do you mean the US price in different currencies or regional prices? It's both possible, but I'm currently focusing on other things. \n      #Q&_^Q&Q#LINK:95#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/7a21f67df45fdc7b8055a85c2f13304bac543f0bd8e31cef941ab9371aacda67_avm.jpg#Q&_^Q&Q#USERNAME:Painted_Doll#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:96#Q&_^Q&Q# \n   Regional prices . \n  #Q&_^Q&Q#LINK:96#Q&_^Q&Q#[/quote] \n  \n Yeah, definitely planned, but depots and change logging are higher on the list.""","2017-09-25 20:53:07"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_101]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:101#Q&_^Q&Q# \n      [quote_97]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:97#Q&_^Q&Q# \n       Yeah, definitely planned, but depots and change logging are higher on the list. \n      #Q&_^Q&Q#LINK:97#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:101#Q&_^Q&Q# \n   And could you please also create a ""latest changelogs"" section to track the latest changes to games? I know of at least two people who would be very grateful if you added something like that, me being one of them :). \n  #Q&_^Q&Q#LINK:101#Q&_^Q&Q#[/quote] \n  \n This is what I meant by ""change logging"". Working on the implementation right at this moment.'","2017-09-26 02:07:52"
"b'GOG Database - A website that collects data on GOG games'","b""I have some questions for the people interested in regional prices. Living in a eurozone country, my experience with it is very limited, so I'm asking here for some insights. \n  \n 1. When do you look up regional prices and how are they relevant to you? \n 2. Do you prefer to have the price in USD, your regional currency or both? \n 3. Is history important or only the current values? \n 4. Using SteamDB's system as an example, what would you like to add or leave out? \n 5. Any other suggestions \n  \n Please use the numbers instead of everyone quoting the same post, I promise I will see them. This is not an announcement, please keep your expectations as low as possible. Thanks in advance for answering!""","2017-09-26 08:01:14"
"b'GOG Database - A website that collects data on GOG games'","b'[quote_104]#Q&_^Q&Q#AVATAR:https://images.gog.com/58958f0ad44f6aeeeb583f6c5f170b2623839d80f66e3412d3d13d483df109a5_avm.jpg#Q&_^Q&Q#USERNAME:VanishedOne#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:104#Q&_^Q&Q# \n   1) When I want to know how hard I\'m being milked. \n   2) Both. \n   3) History would be of some interest. E.g. when Trails SC launched my country was charged more then anywhere else according to MaGog. Currently it\'s Switzerland that has that dubious honour. (In the case of the third game, however, the UK is currently charged more than Switzerland, and neither ranks at the top.) \n  #Q&_^Q&Q#LINK:104#Q&_^Q&Q#[/quote] \n  \n Are you not aware of the ""Fair Price Package"" or am I missing something? You should never pay more than the US price. \n  \n  [quote_109]#Q&_^Q&Q#AVATAR:https://images.gog.com/838d556173f67f147d6f76727e9aad712fa3746df0b302a8b6554d9584e3fb95_avm.jpg#Q&_^Q&Q#USERNAME:Caesar.#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:109#Q&_^Q&Q# \n   I buy my games in euros with the Southern European regionsl prices, so that information is more useful to me than the price in dollars in thecUS. In the end when a game goes on sale in dollars it also goes on sale in euros, but since the currency exchange shifts there is nit an exact correlation. \n  #Q&_^Q&Q#LINK:109#Q&_^Q&Q#[/quote] \n  \n I don\'t mean the price in the US, but the regional price converted to USD, because that\'s easy to compare. \n  \n  [quote_109]#Q&_^Q&Q#AVATAR:https://images.gog.com/838d556173f67f147d6f76727e9aad712fa3746df0b302a8b6554d9584e3fb95_avm.jpg#Q&_^Q&Q#USERNAME:Caesar.#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:109#Q&_^Q&Q# \n   I would prefer to have the history of prices. \n  #Q&_^Q&Q#LINK:109#Q&_^Q&Q#[/quote] \n  \n Of course everyone would want a history if possible, but it multiplies the amount of price data by 30, so I would like to avoid it if there\'s no big benefit. \n  \n  [quote_109]#Q&_^Q&Q#AVATAR:https://images.gog.com/838d556173f67f147d6f76727e9aad712fa3746df0b302a8b6554d9584e3fb95_avm.jpg#Q&_^Q&Q#USERNAME:Caesar.#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:109#Q&_^Q&Q# \n   I don\'t know if it\'s possible, but an adjusted regional price that takes into account the fair price compensation (the funds added to your wallet) would be optimal. \n  #Q&_^Q&Q#LINK:109#Q&_^Q&Q#[/quote] \n  \n Depends on how hard it is to get that data. I don\'t think it\'s that useful, as you can just look at the US price instead. \n  \n  [quote_107]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:107#Q&_^Q&Q# \n      [quote_102]#Q&_^Q&Q#AVATAR:https://images.gog.com/d7d8e3ed8ad2d9fd3557c83c4237a913b14e621c84e21fab594a9d961cd98fe4_avm.jpg#Q&_^Q&Q#USERNAME:Yepoleb#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:102#Q&_^Q&Q# \n       This is what I meant by ""change logging"". Working on the implementation right at this moment. \n      #Q&_^Q&Q#LINK:102#Q&_^Q&Q#[/quote]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:107#Q&_^Q&Q# \n   Well, I was actually hoping for two separate things :) : \n   a) Each GOG DB entry will have a changelog section of its own, where all the changelogs for that particular entry will be listed \n   b) A new section on the website to track changelog updates in general, for all the entries in the GOG DB, which would massively improve the quality of life for anyone who\'s currently keeping an eye on the ""What did just update?"" thread. \n  #Q&_^Q&Q#LINK:107#Q&_^Q&Q#[/quote] \n  \n I think I know exactly what you want, don\'t worry.'","2017-09-26 21:43:20"
"b'GOG Database - A website that collects data on GOG games'","b'Quick preview for the changelog (not the final look) \n [url=https://www.dropbox.com/s/uiewk208uq9dl09/Screen%20Shot%202017-09-27%20at%2004.57.12-fullpage.png?dl=0]https://www.dropbox.com/s/uiewk208uq9dl09/Screen%20Shot%202017-09-27%20at%2004.57.12-fullpage.png?dl=0[/url]'","2017-09-27 06:02:28"
"b'GOG Database - A website that collects data on GOG games'","b'Another preview of the completely redesigned changelog overview page. The old structure will probably remain for the individual game pages, which haven\'t been started yet. Also ""Changes"" is just a temporary placeholder to avoid name conflicts, not sure what the final name will be.'","2017-09-28 06:41:34"
"b'GOG Database - A website that collects data on GOG games'","b""So far the answers to my regional pricing questions have been fairly disappointing. It seems like most of you are just interested in complaining to GOG about prices they don't control and even try their best to compensate for. I see the high demand, but so far not a single valid (from my point of view) reason for it. \n  \n Edit: I still want to thank everyone for their honest answers. You all just want to improve the platform by pointing out its mistakes. Sorry for being so negative about it.""","2017-10-04 19:08:44"
"b'GOG Database - A website that collects data on GOG games'","b""I'm preparing for the update to introduces changelogs. Expect some downtime.""","2017-10-07 22:02:32"
"b'GOG Database - A website that collects data on GOG games'","b""Update is done and so far everything seems to be working fine. \n  \n [b]Major Changes[/b] \n  \n * Added: Changelog overview page at /changelog \n * Added: Extended changelog page at /changelog-ext \n * Added: Changelog section for each product \n * Added: Tabbed interface for product pages \n * Fixed: Removed downloads aren't shown in the downloads section anymore \n  \n [b]Logged events[/b] \n  \n Product \n * Added to catalog \n * Title changed \n * Forum slug changed \n * Supported OS changed \n * Content system support changed \n  \n Download \n * Added \n * Removed \n * Version changed \n * Name changed \n * Size changed \n  \n [b]Known bugs[/b] \n  \n * Price charts are sometimes a bit misaligned. Couldn't fix this immediately, I'll have to create an issue with the Chart.js project. \n * Almost all changes are downloads. This is because removing downloads wasn't implemented in the past and the script got them all at once. I left them in as example data, so you're not looking at an empty page. \n * Some products had their name changed and it doesn't match up with the one on the store page anymore. This is because GOG is awful at keeping their data consistent, so Galaxy and the website have different titles. I'll find a way to deal with this later. \n  \n As always, please report bugs and other weird things on the site. Thanks for reading!""","2017-10-07 23:07:22"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_123]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:123#Q&_^Q&Q# \n     In the extended changelog, which is of use to a lot of people I guess, I think you should also include the product title, not just the id. Regular users tracking game updates will not care about the id anyway. \n  #Q&_^Q&Q#LINK:123#Q&_^Q&Q#[/quote] \n  \n I've considered this, but delayed it because of the challenges in design. Including the title in every row would be awful and for grouping them I couldn't think of a nice structure. That's why I made the summary page, the extended changelog wasn't even meant to be included originally, it was just really easy to implement. I'll see if I can come up with a nice template though. \n  \n  [quote_123]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:123#Q&_^Q&Q# \n   What about the actual changelogs? (added by GOG/developers) Any plans to collect and display those as well? \n  #Q&_^Q&Q#LINK:123#Q&_^Q&Q#[/quote] \n  \n The changelogs might be subject to copyright, so I'd like to ask GOG for permission first. But as you know I'm really lazy about writing emails, so it hasn't happened yet. Thank you for your feedback!""","2017-10-08 19:46:20"
"b'GOG Database - A website that collects data on GOG games'","b""For some reason my update script doesn't register download changes. Working on a fix currently. \n  \n Edit: Apparently I was just a little impatient :D""","2017-10-09 17:47:38"
"b'GOG Database - A website that collects data on GOG games'","b""[quote_127]#Q&_^Q&Q#AVATAR:https://images.gog.com/012b5223b56b6a969af8ff9c131cdb39a6cd6dd1bc99741cfd9b2f9094b5a492_avm.jpg#Q&_^Q&Q#USERNAME:WinterSnowfall#Q&_^Q&Q#GROUP:4#Q&_^Q&Q#LINK:127#Q&_^Q&Q# \n   Well, you're missing some updates I just collected now, but it may be because of the run time... I'll just leave these ids here so you can check them though: [b]1300281766[/b], [b]1703478259[/b]. \n  #Q&_^Q&Q#LINK:127#Q&_^Q&Q#[/quote] \n  \n  \n 1703478259 is updated now and 1300281766 was replaced by 1253990457 in the store, so I can't update it anymore. Non-store games are still one of the biggest limitations and I really want to remove it, but the todo list is long. The update frequency is now 2 hours instead of 6, so changes should get picked up faster than before.""","2017-10-10 03:26:28"
